Date,Close/Last,Volume,Open,High,Low
10/18/2023,$68.49,6260077,$68.42,$68.70,$68.09
10/17/2023,$68.48,6255736,$68.10,$68.72,$68.08
10/16/2023,$68.11,5770166,$68.02,$68.22,$67.61
10/13/2023,$67.38,8064370,$67.14,$67.615,$66.935
10/12/2023,$66.54,5893114,$66.48,$66.80,$65.995
10/11/2023,$66.35,6390396,$66.48,$66.66,$65.81
10/10/2023,$66.48,5700124,$66.03,$66.57,$65.845
10/09/2023,$66.12,7330905,$65.48,$66.13,$65.33
10/06/2023,$64.53,6938644,$63.59,$64.67,$63.06
10/05/2023,$62.66,5707383,$61.66,$62.66,$61.65
10/04/2023,$62.04,8040217,$62.61,$62.64,$61.59
10/03/2023,$63.37,4414530,$63.30,$63.445,$62.84
10/02/2023,$63.36,5976742,$64.55,$64.62,$63.11
09/29/2023,$64.38,7010794,$65.42,$65.45,$64.14
09/28/2023,$65.82,6326736,$65.09,$65.96,$65.09
09/27/2023,$64.92,5079809,$64.50,$65.035,$64.34
09/26/2023,$63.91,3187826,$64.15,$64.47,$63.785
09/25/2023,$64.71,2845251,$64.41,$64.82,$64.05
09/22/2023,$64.52,5412388,$64.98,$65.27,$64.48
09/21/2023,$64.46,6842505,$65.13,$65.375,$64.43
09/20/2023,$64.93,12779340,$64.97,$65.54,$64.7426
09/19/2023,$65.17,5506664,$65.60,$65.725,$65.09
09/18/2023,$65.23,3410816,$65.11,$65.26,$64.76
09/15/2023,$64.65,4787592,$64.94,$65.34,$64.61
09/14/2023,$65.34,7459641,$64.40,$65.37,$64.36
09/13/2023,$63.93,4737805,$64.24,$64.265,$63.65
09/12/2023,$64.07,5717953,$63.58,$64.15,$63.58
09/11/2023,$63.52,4328969,$63.88,$64.02,$63.36
09/08/2023,$63.20,4476333,$63.00,$63.64,$62.91
09/07/2023,$63.03,3041259,$63.28,$63.53,$63.03
09/06/2023,$63.39,3640134,$63.03,$63.58,$62.9401
09/05/2023,$62.85,3944605,$63.29,$63.565,$62.635
09/01/2023,$62.85,2924792,$63.01,$63.16,$62.475
08/31/2023,$62.09,3051592,$62.44,$62.44,$61.885
08/30/2023,$62.24,2464087,$62.44,$62.56,$62.14
08/29/2023,$62.01,2925694,$61.60,$62.025,$61.29
08/28/2023,$61.42,2405541,$61.24,$61.63,$61.11
08/25/2023,$61.03,3417173,$61.05,$61.16,$60.575
08/24/2023,$60.46,2915432,$60.47,$60.94,$60.42
08/23/2023,$60.73,2818815,$60.61,$60.97,$60.125
08/22/2023,$60.93,2903838,$61.47,$61.53,$60.88
08/21/2023,$61.42,2906847,$61.58,$61.71,$61.06
08/18/2023,$61.20,3627689,$60.39,$61.23,$60.266
08/17/2023,$60.99,4099843,$61.45,$61.68,$60.831
08/16/2023,$60.68,5011595,$60.70,$61.19,$60.65
08/15/2023,$60.93,4170397,$61.44,$61.53,$60.835
08/14/2023,$61.56,4733411,$61.44,$61.72,$61.10
08/11/2023,$62.42,4513205,$61.63,$62.465,$61.63
08/10/2023,$62.32,3763521,$62.64,$63.095,$62.205
08/09/2023,$62.52,4999187,$62.28,$62.78,$62.24
08/08/2023,$61.68,3694454,$60.70,$61.74,$60.34
08/07/2023,$61.44,3972654,$61.55,$61.65,$61.215
08/04/2023,$61.15,4267497,$61.20,$61.985,$61.09
08/03/2023,$60.59,4607290,$59.83,$60.7299,$59.585
08/02/2023,$59.92,5583412,$60.36,$60.43,$59.505
08/01/2023,$61.02,4749446,$61.22,$61.435,$60.66
07/31/2023,$61.63,5239894,$61.40,$61.92,$61.31
07/28/2023,$60.94,3903043,$60.81,$61.33,$60.61
07/27/2023,$60.80,7348255,$61.59,$61.88,$60.68
07/26/2023,$62.62,4484023,$62.32,$62.785,$62.225
07/25/2023,$63.03,4895979,$62.67,$63.23,$62.30
07/24/2023,$63.38,5758797,$62.89,$63.69,$62.86
07/21/2023,$62.97,4425165,$62.82,$62.98,$62.58
07/20/2023,$62.60,3701146,$62.35,$62.68,$62.15
07/19/2023,$61.73,4085140,$61.46,$61.8979,$61.395
07/18/2023,$61.04,5030586,$60.87,$61.435,$60.77
07/17/2023,$60.81,5324870,$61.22,$61.32,$60.81
07/14/2023,$60.68,6420971,$62.30,$62.30,$60.62
07/13/2023,$62.11,5043050,$62.31,$62.60,$61.9201
07/12/2023,$61.79,4888022,$62.07,$62.30,$61.60
07/11/2023,$60.87,4291898,$60.20,$60.89,$60.20
07/10/2023,$59.92,3409529,$59.76,$60.295,$59.71
07/07/2023,$59.65,4802897,$58.61,$59.92,$58.58
07/06/2023,$58.53,4478856,$58.88,$59.07,$58.14
07/05/2023,$59.86,4406581,$60.68,$60.73,$59.73
07/03/2023,$60.86,3121855,$61.26,$61.31,$60.72
06/30/2023,$60.38,4458981,$60.32,$60.57,$60.02
06/29/2023,$59.85,3848775,$59.60,$59.98,$59.435
06/28/2023,$59.64,3701046,$59.34,$59.755,$58.86
06/27/2023,$59.94,3459483,$60.11,$60.17,$59.67
06/26/2023,$60.20,3074750,$60.12,$60.54,$60.09
06/23/2023,$59.60,4421843,$59.72,$60.185,$59.535
06/22/2023,$60.09,3548701,$60.27,$60.471,$60.06
06/21/2023,$60.75,4866331,$60.07,$61.17,$60.03
06/20/2023,$60.33,4645056,$60.33,$60.38,$59.58
06/16/2023,$60.35,6410520,$60.60,$60.965,$60.22
06/15/2023,$60.68,8191054,$59.90,$61.09,$59.82
06/14/2023,$59.36,7493266,$59.58,$59.99,$58.96
06/13/2023,$58.39,5433135,$58.39,$59.10,$58.28
06/12/2023,$57.82,4920785,$58.01,$58.40,$57.55
06/09/2023,$58.43,3693359,$58.26,$58.77,$57.99
06/08/2023,$58.84,6165899,$58.41,$59.00,$58.06
06/07/2023,$58.20,6636455,$57.44,$58.315,$57.43
06/06/2023,$57.70,5449934,$56.36,$57.73,$56.31
06/05/2023,$57.71,4556609,$58.35,$58.4201,$57.565
06/02/2023,$58.26,4469082,$57.86,$58.45,$57.77
06/01/2023,$57.09,4418013,$56.18,$57.41,$56.03
05/31/2023,$56.00,6159243,$56.02,$56.33,$55.775
05/30/2023,$57.49,3343556,$57.50,$57.94,$57.215
05/26/2023,$58.78,3448964,$58.76,$58.92,$58.435
05/25/2023,$58.39,5200606,$58.46,$58.60,$57.94
05/24/2023,$59.54,4587894,$59.93,$60.04,$59.29
05/23/2023,$60.36,3265973,$60.37,$60.77,$60.09
05/22/2023,$60.03,2964172,$60.12,$60.44,$59.985
05/19/2023,$60.42,3615164,$60.75,$60.955,$60.29
05/18/2023,$60.06,5674548,$60.43,$60.44,$59.58
05/17/2023,$60.79,3782456,$60.42,$60.965,$59.99
05/16/2023,$59.91,3547073,$60.34,$60.73,$59.855
05/15/2023,$60.92,2691564,$60.58,$61.15,$60.40
05/12/2023,$60.36,3007570,$60.76,$61.07,$60.14
05/11/2023,$60.34,3202373,$59.85,$60.42,$59.52
05/10/2023,$61.00,3668686,$61.56,$61.59,$60.63
05/09/2023,$60.84,3929929,$59.96,$61.135,$59.825
05/08/2023,$60.86,4120153,$61.88,$61.98,$60.77
05/05/2023,$61.13,4957648,$60.48,$61.39,$60.47
05/04/2023,$59.34,6873805,$59.33,$60.15,$59.09
05/03/2023,$58.52,6056727,$58.42,$59.09,$58.25
05/02/2023,$59.25,8409357,$60.56,$60.58,$58.625
05/01/2023,$61.38,2492270,$61.46,$62.03,$61.175
04/28/2023,$61.98,4411813,$60.81,$62.23,$60.61
04/27/2023,$60.68,4111200,$60.14,$60.93,$60.03
04/26/2023,$60.49,3463368,$61.30,$61.451,$60.28
04/25/2023,$60.71,4815114,$61.53,$61.58,$60.28
04/24/2023,$62.00,3193965,$61.26,$62.07,$61.23
04/21/2023,$61.46,3703752,$61.44,$61.58,$61.12
04/20/2023,$61.65,4531069,$60.85,$61.66,$60.83
04/19/2023,$61.50,3729779,$61.46,$61.64,$61.26
04/18/2023,$61.91,3430240,$61.40,$61.9506,$61.24
04/17/2023,$61.49,3913338,$61.57,$61.69,$61.20
04/14/2023,$62.06,3596442,$62.11,$62.31,$61.65
04/13/2023,$62.07,3582535,$61.75,$62.145,$61.56
04/12/2023,$61.38,4039765,$61.69,$61.84,$61.255
04/11/2023,$60.78,3807005,$61.00,$61.095,$60.715
04/10/2023,$60.80,2851074,$60.23,$60.955,$60.23
04/06/2023,$60.57,4338182,$60.47,$60.88,$60.13
04/05/2023,$59.87,3738038,$59.70,$59.91,$59.01
04/04/2023,$59.50,5158938,$60.20,$60.21,$59.11
04/03/2023,$60.51,7789641,$60.75,$61.1301,$60.00
03/31/2023,$57.54,5167569,$57.55,$57.79,$57.36
03/30/2023,$57.94,3522244,$58.11,$58.13,$57.53
03/29/2023,$57.12,3250394,$57.14,$57.15,$56.77
03/28/2023,$56.17,5304799,$55.60,$56.56,$55.53
03/27/2023,$55.84,4769003,$55.19,$56.077,$54.87
03/24/2023,$54.57,9647766,$53.95,$54.825,$53.74
03/23/2023,$55.97,7506495,$56.99,$57.35,$55.545
03/22/2023,$56.85,7104574,$56.98,$57.955,$56.83
03/21/2023,$57.12,7023901,$57.17,$57.44,$56.325
03/20/2023,$55.24,5500597,$54.76,$55.63,$54.48
03/17/2023,$53.95,8845638,$54.55,$54.705,$53.58
03/16/2023,$54.64,12526150,$53.07,$54.71,$52.47
03/15/2023,$55.55,11421320,$55.57,$56.02,$54.51
03/14/2023,$59.40,4932262,$59.39,$60.38,$58.835
03/13/2023,$59.10,6706667,$58.31,$60.16,$58.08
03/10/2023,$60.36,4493262,$61.25,$61.6931,$60.19
03/09/2023,$60.66,3348425,$61.25,$61.67,$60.54
03/08/2023,$61.37,2837335,$61.51,$61.93,$61.02
03/07/2023,$61.60,3146586,$62.35,$62.36,$61.32
03/06/2023,$62.57,3306147,$62.31,$62.73,$62.16
03/03/2023,$62.30,4237293,$61.42,$62.4166,$61.30
03/02/2023,$62.42,4041439,$61.52,$62.495,$61.37
03/01/2023,$61.94,4300198,$61.50,$62.08,$61.25
02/28/2023,$60.77,5055244,$61.58,$61.60,$60.75
02/27/2023,$61.20,4710210,$60.90,$61.545,$60.59
02/24/2023,$60.63,5069046,$59.57,$60.69,$59.34
02/23/2023,$60.26,4144024,$59.81,$60.44,$59.6235
02/22/2023,$58.95,4332574,$59.61,$59.725,$58.675
02/21/2023,$60.07,3071355,$60.14,$60.50,$60.05
02/17/2023,$60.66,5071012,$61.13,$61.22,$60.50
02/16/2023,$61.90,5075158,$61.71,$62.38,$61.59
02/15/2023,$62.46,6946412,$62.01,$62.57,$61.635
02/14/2023,$62.58,5795144,$61.87,$62.75,$61.72
02/13/2023,$61.83,4526171,$61.55,$61.99,$61.37
02/10/2023,$61.76,7372318,$60.95,$61.855,$60.76
02/09/2023,$59.79,4918346,$60.17,$60.338,$59.725
02/08/2023,$59.47,5212568,$59.63,$59.88,$58.84
02/07/2023,$59.61,4831599,$58.31,$59.72,$58.24
02/06/2023,$57.85,5409777,$58.00,$58.19,$57.205
02/03/2023,$58.30,5750011,$58.16,$59.13,$57.96
02/02/2023,$57.63,9676816,$59.63,$59.64,$56.91
02/01/2023,$58.32,5282193,$58.68,$58.89,$57.50
01/31/2023,$58.81,3360666,$58.18,$58.875,$57.78
01/30/2023,$58.41,3953046,$58.72,$58.9024,$58.305
01/27/2023,$58.51,2599115,$58.94,$59.18,$58.40
01/26/2023,$58.52,3815540,$58.23,$58.666,$57.64
01/25/2023,$57.84,4033854,$57.78,$57.99,$57.28
01/24/2023,$57.99,3125185,$56.26,$58.40,$56.26
01/23/2023,$58.63,3219155,$58.365,$58.83,$58.35
01/20/2023,$58.90,4272295,$58.49,$58.99,$58.155
01/19/2023,$59.13,3563568,$58.35,$59.21,$58.155
01/18/2023,$58.39,4893268,$60.02,$60.14,$58.325
01/17/2023,$59.40,3301583,$59.63,$60.12,$59.245
01/13/2023,$59.61,3619767,$59.59,$59.95,$59.41
01/12/2023,$59.62,3942425,$59.13,$59.775,$58.69
01/11/2023,$58.93,3113956,$58.73,$58.96,$58.32
01/10/2023,$58.37,3475500,$57.95,$58.4769,$57.69
01/09/2023,$58.07,4939246,$58.16,$58.601,$57.70
01/06/2023,$57.25,5845518,$56.12,$57.285,$56.04
01/05/2023,$55.48,4266050,$54.99,$55.5697,$54.97
01/04/2023,$55.43,5712988,$55.81,$55.97,$55.13
01/03/2023,$55.98,7766476,$57.47,$57.795,$55.94
12/30/2022,$56.95,2068550,$56.48,$56.97,$56.46
12/29/2022,$56.67,3415063,$56.89,$57.05,$56.67
12/28/2022,$56.56,4140448,$57.93,$57.93,$56.39
12/27/2022,$57.87,2395120,$57.85,$58.04,$57.59
12/23/2022,$57.78,2572147,$57.16,$57.78,$56.955
12/22/2022,$56.74,3748871,$57.46,$57.60,$55.97
12/21/2022,$57.60,4917419,$57.24,$57.76,$56.72
12/20/2022,$56.13,4430725,$55.98,$56.53,$55.78
12/19/2022,$55.52,5096775,$56.24,$56.34,$55.29
12/16/2022,$54.96,6956962,$54.94,$55.26,$54.40
12/15/2022,$56.15,6087661,$56.76,$56.90,$55.78
12/14/2022,$56.76,4325588,$57.38,$57.48,$56.54
12/13/2022,$57.38,5091499,$57.37,$57.745,$57.15
12/12/2022,$56.36,4491861,$56.06,$56.565,$55.88
12/09/2022,$55.61,4283357,$56.27,$56.78,$55.61
12/08/2022,$56.59,4571387,$57.21,$57.435,$56.37
12/07/2022,$56.35,5444943,$56.96,$57.32,$56.35
12/06/2022,$56.68,6428901,$57.52,$58.03,$56.51
12/05/2022,$57.40,5917006,$58.77,$58.97,$57.105
12/02/2022,$57.72,3510813,$57.72,$58.21,$57.485
12/01/2022,$58.05,4084642,$58.69,$58.77,$57.91
11/30/2022,$58.47,5377406,$58.47,$58.74,$57.8562
11/29/2022,$57.62,4289617,$57.27,$58.03,$57.27
11/28/2022,$56.49,3806189,$56.49,$57.055,$56.255
11/25/2022,$56.82,1500910,$57.00,$57.54,$56.78
11/23/2022,$56.83,3203577,$56.32,$57.00,$56.11
11/22/2022,$56.82,3419207,$56.00,$56.95,$55.72
11/21/2022,$54.69,4371219,$54.71,$54.83,$53.5101
11/18/2022,$55.94,3367940,$55.87,$56.145,$55.14
11/17/2022,$56.69,4534539,$55.71,$56.75,$55.51
11/16/2022,$55.82,4272507,$56.62,$56.73,$55.6689
11/15/2022,$56.28,4948655,$56.27,$56.67,$55.95
11/14/2022,$54.66,3393581,$54.97,$55.41,$54.66
11/11/2022,$55.77,5480342,$55.59,$55.995,$55.175
11/10/2022,$53.88,5155983,$54.49,$54.74,$53.56
11/09/2022,$53.11,5612875,$54.30,$54.52,$53.035
11/08/2022,$56.21,4022750,$56.12,$56.52,$55.84
11/07/2022,$56.86,4806178,$57.28,$57.44,$56.84
11/04/2022,$57.06,6535189,$57.28,$57.665,$56.66
11/03/2022,$55.73,3795150,$54.78,$55.87,$54.599
11/02/2022,$54.91,3919461,$55.95,$56.045,$54.84
11/01/2022,$55.84,4792770,$56.92,$56.95,$55.80
10/31/2022,$55.63,5838825,$55.10,$55.995,$54.875
10/28/2022,$56.18,5940751,$56.48,$56.68,$55.83
10/27/2022,$56.01,7316421,$55.87,$56.7307,$55.85
10/26/2022,$53.31,5667610,$52.59,$53.74,$52.59
10/25/2022,$52.81,3074376,$52.73,$53.01,$52.48
10/24/2022,$52.94,3832212,$52.61,$53.47,$52.49
10/21/2022,$52.99,3219369,$51.76,$52.99,$51.59
10/20/2022,$52.02,4362973,$52.37,$52.73,$51.74
10/19/2022,$51.74,5001210,$51.00,$51.925,$50.88
10/18/2022,$51.44,3773047,$51.60,$51.70,$50.81
10/17/2022,$51.41,4588346,$51.37,$51.95,$51.31
10/14/2022,$50.53,5436625,$51.43,$51.59,$50.47
10/13/2022,$52.19,9291623,$50.32,$52.495,$50.32
10/12/2022,$50.32,4001576,$50.01,$50.725,$49.7242
10/11/2022,$50.18,4254453,$50.73,$51.25,$50.06
10/10/2022,$51.16,3820625,$51.79,$52.03,$51.12
10/07/2022,$51.97,6085787,$52.14,$52.63,$51.64
10/06/2022,$51.67,12213510,$51.04,$52.03,$50.88
10/05/2022,$54.02,8350326,$53.35,$54.355,$52.96
10/04/2022,$53.68,6284299,$52.81,$53.945,$52.66
10/03/2022,$52.33,5853257,$51.45,$52.56,$51.36
09/30/2022,$49.76,5161419,$49.67,$50.405,$49.50
09/29/2022,$50.08,5373180,$49.00,$50.13,$48.67
09/28/2022,$49.61,4654751,$48.04,$49.80,$47.92
09/27/2022,$48.07,7080110,$48.00,$49.00,$47.615
09/26/2022,$46.80,6456265,$47.22,$48.22,$46.741
09/23/2022,$48.11,9922917,$49.56,$49.59,$47.94
09/22/2022,$52.34,3480027,$53.05,$53.39,$52.34
09/21/2022,$52.33,5108911,$53.45,$53.59,$52.30
09/20/2022,$52.85,6354990,$52.53,$52.865,$52.205
09/19/2022,$52.49,4662563,$51.94,$52.89,$51.88
09/16/2022,$52.54,4879017,$52.45,$52.81,$51.995
09/15/2022,$53.10,5740218,$53.27,$53.545,$52.89
09/14/2022,$54.21,4348513,$53.85,$54.48,$53.73
09/13/2022,$53.17,4747975,$53.70,$54.215,$52.99
09/12/2022,$53.97,4736263,$54.26,$54.565,$53.885
09/09/2022,$53.65,5154250,$53.40,$53.74,$53.165
09/08/2022,$52.16,6255961,$51.82,$52.39,$51.75
09/07/2022,$52.19,5655508,$52.04,$52.31,$51.54
09/06/2022,$52.80,5131494,$53.46,$53.59,$52.705
09/02/2022,$53.23,5595494,$53.80,$54.04,$53.06
09/01/2022,$52.40,6334794,$52.80,$52.86,$52.115
08/31/2022,$52.98,6568531,$52.46,$53.665,$52.35
08/30/2022,$54.40,7494213,$54.65,$54.70,$54.055
08/29/2022,$55.66,4905028,$54.90,$56.18,$54.87
08/26/2022,$54.88,3475573,$55.18,$55.58,$54.717
08/25/2022,$54.74,3636080,$54.95,$55.10,$54.54
08/24/2022,$54.44,6480483,$54.16,$54.575,$53.93
08/23/2022,$55.05,5418352,$53.84,$55.14,$53.79
08/22/2022,$52.85,4490994,$52.84,$53.18,$52.275
08/19/2022,$52.86,4321446,$53.25,$53.48,$52.80
08/18/2022,$53.69,8550633,$52.77,$53.795,$52.75
08/17/2022,$52.91,3311105,$52.41,$53.10,$52.22
08/16/2022,$52.74,3075603,$52.81,$53.13,$52.37
08/15/2022,$53.03,4377917,$52.15,$53.12,$51.76
08/12/2022,$54.29,3993983,$53.52,$54.30,$53.27
08/11/2022,$53.93,5705225,$53.93,$54.33,$53.835
08/10/2022,$53.13,4137914,$53.17,$53.286,$52.385
08/09/2022,$52.52,4099243,$53.20,$53.46,$52.38
08/08/2022,$51.97,3552307,$52.69,$52.86,$51.93
08/05/2022,$51.89,5334488,$50.88,$52.185,$50.81
08/04/2022,$51.09,5002827,$52.15,$52.21,$50.93
08/03/2022,$52.36,3641379,$53.56,$53.58,$52.09
08/02/2022,$52.72,4492498,$53.02,$53.255,$52.42
08/01/2022,$52.36,4318655,$52.80,$52.905,$52.14
07/29/2022,$53.38,6104532,$51.90,$53.50,$51.86
07/28/2022,$51.49,5117847,$52.26,$52.45,$51.15
07/27/2022,$51.42,4372980,$50.78,$51.685,$50.335
07/26/2022,$50.06,3320831,$50.585,$50.74,$49.94
07/25/2022,$50.19,3860029,$49.09,$50.24,$48.82
07/22/2022,$48.79,3076278,$48.80,$49.39,$48.435
07/21/2022,$48.98,2829536,$48.10,$49.006,$47.75
07/20/2022,$49.30,3487714,$49.25,$49.46,$48.89
07/19/2022,$49.53,4083954,$48.72,$49.585,$48.64
07/18/2022,$48.56,3784553,$49.19,$49.5252,$48.395
07/15/2022,$47.47,3387771,$47.38,$47.705,$46.92
07/14/2022,$46.14,6488544,$45.33,$46.185,$44.90
07/13/2022,$47.78,3826933,$47.03,$48.16,$47.03
07/12/2022,$47.69,5053400,$47.29,$47.82,$47.055
07/11/2022,$48.34,3112642,$48.31,$48.6845,$47.86
07/08/2022,$49.05,3199816,$49.54,$49.76,$48.525
07/07/2022,$48.95,6000652,$48.88,$49.215,$48.655
07/06/2022,$48.01,8138051,$48.08,$48.67,$46.5391
07/05/2022,$48.60,9624618,$50.00,$50.1002,$47.75
07/01/2022,$51.90,5051171,$51.57,$52.04,$50.22
06/30/2022,$52.29,6278638,$52.10,$52.40,$51.22
06/29/2022,$52.60,5708927,$54.12,$54.30,$52.555
06/28/2022,$53.15,5403257,$53.44,$53.66,$52.60
06/27/2022,$51.84,4882931,$51.65,$52.25,$51.41
06/24/2022,$50.91,4831652,$50.47,$51.36,$50.24
06/23/2022,$49.17,7500100,$50.84,$50.90,$48.64
06/22/2022,$50.83,5231164,$50.71,$51.43,$50.37
06/21/2022,$52.45,5114772,$52.52,$52.9499,$52.23
06/17/2022,$49.93,10816460,$51.77,$51.99,$49.521
06/16/2022,$52.40,8441172,$52.68,$53.3494,$52.325
06/15/2022,$54.96,4413440,$55.23,$55.52,$53.84
06/14/2022,$54.94,6042633,$55.91,$56.37,$54.31
06/13/2022,$55.92,9485021,$56.00,$56.88,$55.0343
06/10/2022,$57.98,6548299,$57.94,$58.24,$57.47
06/09/2022,$59.53,3478023,$60.74,$60.86,$59.51
06/08/2022,$61.29,5538815,$60.83,$61.67,$60.75
06/07/2022,$61.55,5188308,$60.20,$61.675,$60.17
06/06/2022,$60.12,4211713,$60.42,$60.58,$59.8813
06/03/2022,$59.66,2645475,$58.93,$59.72,$58.93
06/02/2022,$59.24,3395874,$58.83,$59.66,$58.69
06/01/2022,$59.73,4058887,$59.63,$60.02,$58.9161
05/31/2022,$59.22,5117038,$60.74,$60.85,$59.145
05/27/2022,$60.02,3907640,$59.70,$60.265,$59.45
05/26/2022,$60.12,6775039,$60.46,$60.74,$59.765
05/25/2022,$60.36,5567944,$59.83,$60.6584,$59.39
05/24/2022,$59.94,5028530,$59.12,$60.08,$58.87
05/23/2022,$60.01,7815063,$59.51,$60.18,$59.36
05/20/2022,$58.34,4415066,$58.95,$59.29,$57.42
05/19/2022,$58.55,6387759,$57.72,$59.21,$57.64
05/18/2022,$58.42,7162156,$59.45,$59.7191,$58.14
05/17/2022,$58.54,5860757,$58.63,$58.86,$58.20
05/16/2022,$58.06,5929102,$56.85,$58.23,$56.73
05/13/2022,$56.70,3838356,$55.53,$56.82,$55.53
05/12/2022,$55.22,4931857,$55.10,$55.28,$54.38
05/11/2022,$55.87,4008574,$56.36,$57.33,$55.71
05/10/2022,$54.94,5537659,$54.96,$55.75,$54.05
05/09/2022,$54.35,6491645,$55.96,$56.00,$54.20
05/06/2022,$57.70,4531795,$57.34,$57.72,$56.42
05/05/2022,$56.94,5112479,$57.40,$57.56,$55.86
05/04/2022,$56.97,4293698,$56.26,$57.08,$55.49
05/03/2022,$55.64,5157360,$54.68,$55.77,$54.59
05/02/2022,$53.73,5134073,$52.78,$53.785,$52.31
04/29/2022,$53.43,4846395,$54.58,$54.88,$53.275
04/28/2022,$54.97,3690420,$54.43,$55.09,$53.70
04/27/2022,$53.80,4166169,$53.26,$54.05,$52.80
04/26/2022,$53.05,6852016,$53.13,$54.09,$52.85
04/25/2022,$53.78,6266597,$53.70,$54.09,$52.24
04/22/2022,$55.49,4946514,$56.54,$56.98,$55.225
04/21/2022,$56.71,4190512,$57.88,$58.1786,$56.58
04/20/2022,$57.87,3312228,$57.75,$57.99,$57.43
04/19/2022,$58.09,5836152,$57.89,$58.68,$57.73
04/18/2022,$57.33,3278359,$57.25,$57.77,$56.83
04/14/2022,$57.11,4069957,$57.04,$57.475,$56.8798
04/13/2022,$57.04,5328023,$57.00,$57.21,$56.57
04/12/2022,$55.99,4915839,$56.24,$56.73,$55.72
04/11/2022,$55.32,3854997,$56.09,$56.13,$55.03
04/08/2022,$56.09,5355716,$55.61,$56.475,$55.60
04/07/2022,$55.42,4027549,$55.02,$55.45,$54.19
04/06/2022,$55.30,4454857,$55.72,$55.94,$54.96
04/05/2022,$54.91,4109512,$55.49,$55.87,$54.79
04/04/2022,$55.82,4195180,$55.82,$55.99,$55.15
04/01/2022,$55.72,2749935,$54.95,$55.73,$54.81
03/31/2022,$54.93,4847557,$55.42,$55.76,$54.92
03/30/2022,$55.61,6248280,$54.99,$55.65,$54.95
03/29/2022,$53.45,4367057,$53.38,$53.585,$52.72
03/28/2022,$53.98,4470739,$54.64,$54.73,$53.84
03/25/2022,$55.59,3382397,$54.97,$55.93,$54.95
03/24/2022,$55.02,3481585,$55.20,$55.49,$54.70
03/23/2022,$54.74,6422804,$54.48,$55.15,$54.3217
03/22/2022,$53.07,3774836,$53.69,$53.69,$52.96
03/21/2022,$53.44,6035040,$52.70,$53.51,$52.68
03/18/2022,$51.16,4219642,$50.87,$51.44,$50.38
03/17/2022,$51.87,4129320,$50.90,$51.89,$50.63
03/16/2022,$50.23,4438390,$50.20,$50.39,$49.53
03/15/2022,$50.35,5137068,$49.67,$50.67,$49.08
03/14/2022,$49.96,4286894,$50.595,$52.21,$49.66
03/11/2022,$50.93,3223905,$51.32,$51.74,$50.77
03/10/2022,$51.69,4356648,$51.62,$51.97,$51.09
03/09/2022,$51.71,6690657,$52.75,$53.00,$51.46
03/08/2022,$52.94,8842615,$53.03,$53.80,$51.24
03/07/2022,$51.56,8597885,$52.20,$52.51,$50.70
03/04/2022,$49.39,8464598,$50.20,$50.37,$48.27
03/03/2022,$51.35,6765820,$52.85,$53.20,$51.1827
03/02/2022,$54.62,9763061,$54.49,$55.12,$54.16
03/01/2022,$51.77,10689740,$52.20,$52.95,$51.2932
02/28/2022,$52.39,8833744,$52.17,$53.33,$51.63
02/25/2022,$54.21,5797722,$52.86,$54.34,$52.78
02/24/2022,$51.59,7017532,$53.49,$53.71,$50.68
02/23/2022,$52.63,3805490,$52.96,$53.1635,$52.40
02/22/2022,$52.67,3382529,$53.65,$53.90,$52.09
02/18/2022,$53.24,2874787,$53.24,$53.49,$52.83
02/17/2022,$53.63,2709933,$53.82,$54.00,$53.13
02/16/2022,$54.04,4217901,$54.48,$55.02,$53.975
02/15/2022,$53.47,3848897,$52.83,$53.73,$52.59
02/14/2022,$54.38,4360596,$54.38,$54.58,$53.71
02/11/2022,$55.21,4016099,$54.85,$55.73,$54.7259
02/10/2022,$54.52,5972711,$54.04,$55.25,$54.03
02/09/2022,$54.76,3097417,$54.42,$55.27,$54.28
02/08/2022,$54.65,4771449,$55.38,$55.46,$53.98
02/07/2022,$55.71,4494406,$55.73,$56.13,$55.31
02/04/2022,$55.10,6047876,$54.77,$55.28,$54.63
02/03/2022,$53.91,5748489,$53.09,$53.99,$52.68
02/02/2022,$53.25,4255632,$52.76,$53.29,$52.34
02/01/2022,$52.68,2426093,$51.59,$52.73,$51.473
01/31/2022,$51.40,752914,$50.60,$51.40,$50.32
01/28/2022,$51.04,6757736,$50.90,$51.20,$50.305
01/27/2022,$51.11,6007013,$51.80,$52.09,$50.65
01/26/2022,$50.91,6747433,$51.27,$51.69,$50.585
01/25/2022,$49.74,5846684,$48.24,$50.00,$47.70
01/24/2022,$48.00,6992372,$47.25,$48.04,$46.37
01/21/2022,$48.65,6755567,$48.88,$49.06,$48.37
01/20/2022,$49.49,5513072,$49.55,$50.41,$49.48
01/19/2022,$50.80,4590968,$51.20,$51.28,$50.39
01/18/2022,$50.95,6091297,$51.00,$51.27,$50.315
01/14/2022,$50.05,5490115,$49.41,$50.11,$49.38
01/13/2022,$49.24,4097965,$49.49,$49.72,$49.085
01/12/2022,$49.30,5405231,$49.30,$49.52,$49.02
01/11/2022,$48.49,5288449,$47.35,$48.52,$47.18
01/10/2022,$47.01,4283586,$47.42,$47.65,$46.705
01/07/2022,$47.27,4616054,$46.82,$47.32,$46.49
01/06/2022,$46.74,5412441,$47.00,$47.06,$46.335
01/05/2022,$45.99,5352739,$46.72,$46.945,$45.97
